Код;КЧ;Наименование профессии;Наименование должности;Код категории;Код выпуска ЕТКС;Код по ОКЗ;autokey
10255;8;Аппаратчик золения;;48;8265;;classifierOkpdtr_10255
10257;7;Аппаратчик золки;;34;8224;;classifierOkpdtr_10257
10259;6;Аппаратчик извлечения побочных продуктов;;25;8225;;classifierOkpdtr_10259
10261;3;Аппаратчик изготовления армированных прессовочных материалов;;29;8228;;classifierOkpdtr_10261
10263;2;Аппаратчик изготовления баритмассы;;34;8224;;classifierOkpdtr_10263
10265;1;Аппаратчик изготовления искусственного шеелита;;8;8125;;classifierOkpdtr_10265
10267;0;Аппаратчик изготовления нетканых стекловолокнистых материалов;;29;8228;;classifierOkpdtr_10267
10270;2;Аппаратчик изготовления пленочных материалов;;27;8232;;classifierOkpdtr_10270
10273;6;Аппаратчик изготовления резиновых нитей;;33;8231;;classifierOkpdtr_10273
10275;5;Аппаратчик изготовления рентгеновских экранов;;31;8221;;classifierOkpdtr_10275
10277;4;Аппаратчик изготовления термопасты;;27;8232;;classifierOkpdtr_10277
10279;3;Аппаратчик измельчения и предсозревания;;28;8228;;classifierOkpdtr_10279
10281;0;Аппаратчик изомеризации;;24;8153;;classifierOkpdtr_10281
10283;5;Аппаратчик имидирования;;25;8159;;classifierOkpdtr_10283
10285;9;Аппаратчик-индулиновар;;26;8226;;classifierOkpdtr_10285
10287;8;Аппаратчик йодирования;;31;8221;;classifierOkpdtr_10287
10289;7;Аппаратчик ионного обмена;;31;8221;;classifierOkpdtr_10289
10291;4;Аппаратчик ионообменной очистки глицерина;;55;8272;;classifierOkpdtr_10291
10293;3;Аппаратчик ионообменной очистки химико-фармацевтических препаратов;;31;8221;;classifierOkpdtr_10293
10295;2;Аппаратчик испарения;;24;8154;;classifierOkpdtr_10295
10296;7;Аппаратчик испарительной установки;;69;5310;;classifierOkpdtr_10296
10298;6;Аппаратчик калибровки;;34;8224;;classifierOkpdtr_10298
10300;7;Аппаратчик карбидизации;;8;8123;;classifierOkpdtr_10300
10304;8;Аппаратчик карбонизации;;24;8159;;classifierOkpdtr_10304
10306;7;Аппаратчик каустификации;;47;8261;;classifierOkpdtr_10306
10308;6;Аппаратчик кислотной обработки спилка;;34;8224;;classifierOkpdtr_10308
10309;0;Аппаратчик коагулирования шляма;;49;8271;;classifierOkpdtr_10309
10310;3;Аппаратчик коагуляции;;24;8159;;classifierOkpdtr_10310
10312;2;Аппаратчик коконозапарочной машины;;47;8261;;classifierOkpdtr_10312
10314;1;Аппаратчик комбикормового производства;;55;8273;;classifierOkpdtr_10314
10318;3;Аппаратчик конверсии;;25;8225;;classifierOkpdtr_10318
10320;7;Аппаратчик-конденсаторщик;;48;8265;;classifierOkpdtr_10320
10321;1;Аппаратчик конденсации;;24;8154;;classifierOkpdtr_10321
10323;0;Аппаратчик контактирования;;25;8159;;classifierOkpdtr_10323
10324;5;Аппаратчик контактной выпарки;;28;8228;;classifierOkpdtr_10324
10327;9;Аппаратчик концентрирования кислот;;25;8225;;classifierOkpdtr_10327
10329;8;Аппаратчик коньячного производства;;55;8278;;classifierOkpdtr_10329
10331;5;Аппаратчик-краскотер;;26;8226;;classifierOkpdtr_10331
10332;6;Аппаратчик крахмального агрегата;;55;8274;;classifierOkpdtr_10332
10334;9;Аппаратчик крашения и жирования кож;;48;8265;;classifierOkpdtr_10334
10336;8;Аппаратчик кристаллизации;;24;8159;;classifierOkpdtr_10336
10338;7;Аппаратчик кристаллизации и центрифугирования;;30;8228;;classifierOkpdtr_10338
10340;4;Аппаратчик крупяного производства;;55;8273;;classifierOkpdtr_10340
10342;3;Аппаратчик ксантогенирования;;28;8228;;classifierOkpdtr_10342
10344;2;Аппаратчик-лаковар;;26;8226;;classifierOkpdtr_10344
10346;1;Аппаратчик лесохимической установки;;39;6142;;classifierOkpdtr_10346
10348;0;Аппаратчик литья и рубки;;28;8228;;classifierOkpdtr_10348
10350;8;Аппаратчик матирования смолы;;28;8228;;classifierOkpdtr_10350
10352;7;Аппаратчик мерсеризации;;24;8261;;classifierOkpdtr_10352
10353;1;Аппаратчик мерсеризации;;47;8142;;classifierOkpdtr_10353
10358;4;Аппаратчик мокрой классификации;;24;8159;;classifierOkpdtr_10358
10360;1;Аппаратчик мукомольного производства;;55;8273;;classifierOkpdtr_10360
10362;0;Аппаратчик мыловарения;;55;8271;;classifierOkpdtr_10362
10363;5;Аппаратчик мягчения кожевенных полуфабрикатов и меховых шкурок;;48;8265;;classifierOkpdtr_10363
10365;4;Аппаратчик нагрева теплоносителей;;24;8159;;classifierOkpdtr_10365
10367;3;Аппаратчик на изготовлении микропроводов в стеклянной изоляции;;19;8290;;classifierOkpdtr_10367
10369;2;Аппаратчик нанесения полимерных и парафиновых покрытий на сыры;;52;8272;;classifierOkpdtr_10369
10371;1;Аппаратчик на плазменных установках;;8;8121;;classifierOkpdtr_10371
10373;9;Аппаратчик на приготовлении смесей и растворов;;8;8229;;classifierOkpdtr_10373
10375;8;Аппаратчик на пропиточных агрегатах;;43;8134;;classifierOkpdtr_10375
10377;7;Аппаратчик напыления металлом;;26;8226;;classifierOkpdtr_10377
10379;6;Аппаратчик напыления стекловолокнистых материалов;;29;8228;;classifierOkpdtr_10379
10381;3;Аппаратчик насыщения;;24;8233;;classifierOkpdtr_10381
10383;2;Аппаратчик на установках деионизации;;20;8159;;classifierOkpdtr_10383
10385;1;Аппаратчик-нейтрализаторщик;;48;8265;;classifierOkpdtr_10385
10386;6;Аппаратчик нейтрализации;;24;8159;;classifierOkpdtr_10386
10388;5;Аппаратчик никелирования стеклоткани;;29;8227;;classifierOkpdtr_10388
10394;0;Аппаратчик нитрозного процесса;;25;8159;;classifierOkpdtr_10394
10396;4;Аппаратчик обезвоживания;;28;8228;;classifierOkpdtr_10396
11170;1;Бандажник;;2;7217;;classifierOkpdtr_11170
10398;9;Аппаратчик обезвоживания битума;;43;8134;;classifierOkpdtr_10398
10400;2;Аппаратчик обезвоздушивания и фильтрации;;28;8228;;classifierOkpdtr_10400
10402;1;Аппаратчик обезжиривания;;48;8265;;classifierOkpdtr_10402
10404;0;Аппаратчик обезжиривания сиропов;;55;8274;;classifierOkpdtr_10404
10407;4;Аппаратчик обеззоливания, мягчения;;48;8265;;classifierOkpdtr_10407
10409;3;Аппаратчик обессоливания воды;;24;8159;;classifierOkpdtr_10409
10410;6;Аппаратчик обесфеноливания и обеспиридинивания масел;;7;8229;;classifierOkpdtr_10410
10412;5;Аппаратчик обжига;;24;8152;;classifierOkpdtr_10412
10414;4;Аппаратчик облагораживания гексола;;27;8232;;classifierOkpdtr_10414
10416;3;Аппаратчик облучения жира;;54;8271;;classifierOkpdtr_10416
10418;2;Аппаратчик обогащения золотосодержащих руд;;4;8112;;classifierOkpdtr_10418
10420;2;Аппаратчик обработки;;29;8228;;classifierOkpdtr_10420
10422;9;Аппаратчик обработки зерна;;55;8273;;classifierOkpdtr_10422
10424;8;Аппаратчик обработки крови;;52;8271;;classifierOkpdtr_10424
10429;0;Аппаратчик обработки эфирных масел;;55;8277;;classifierOkpdtr_10429
10431;8;Аппаратчик окисления;;24;8159;;classifierOkpdtr_10431
10433;7;Аппаратчик окисления битума;;43;8134;;classifierOkpdtr_10433
10435;6;Аппаратчик окисления молибденовых отходов;;8;8229;;classifierOkpdtr_10435
10437;5;Аппаратчик окраски квасцов;;25;8225;;classifierOkpdtr_10437
10439;4;Аппаратчик оксимирования;;25;8225;;classifierOkpdtr_10439
10441;1;Аппаратчик оксихлорирования;;31;8221;;classifierOkpdtr_10441
10443;0;Аппаратчик-олифовар;;26;8226;;classifierOkpdtr_10443
10445;5;Аппаратчик омыления;;24;8159;;classifierOkpdtr_10445
10449;8;Аппаратчик осаждения;;24;8153;;classifierOkpdtr_10449
10451;5;Аппаратчик осаждения глютена;;55;8274;;classifierOkpdtr_10451
10453;4;Аппаратчик осушки газа;;24;8152;;classifierOkpdtr_10453
10455;3;Аппаратчик ориентации органического стекла;;27;8227;;classifierOkpdtr_10455
10457;2;Аппаратчик отбеливания;;27;8232;;classifierOkpdtr_10457
10461;9;Аппаратчик отверждения;;27;8232;;classifierOkpdtr_10461
10463;8;Аппаратчик отделки и сушки химической нити;;28;8228;;classifierOkpdtr_10463
10465;7;Аппаратчик отжига кристаллов корунда;;25;8225;;classifierOkpdtr_10465
10467;6;Аппаратчик отжига хрома;;7;8123;;classifierOkpdtr_10467
10469;5;Аппаратчик отжима;;24;8153;;classifierOkpdtr_10469
10471;2;Аппаратчик откатки;;48;8265;;classifierOkpdtr_10471
10473;1;Аппаратчик-отливщик кинофотоосновы и техпленок;;34;8224;;classifierOkpdtr_10473
10475;0;Аппаратчик-отливщик магнитных лент;;34;8224;;classifierOkpdtr_10475
10477;4;Аппаратчик-отливщик пленки бутафоль;;34;8224;;classifierOkpdtr_10477
10479;9;Аппаратчик отстаивания;;24;8153;;classifierOkpdtr_10479
10481;6;Аппаратчик охлаждения;;24;8159;;classifierOkpdtr_10481
10482;0;Аппаратчик охлаждения молочных продуктов;;52;8272;;classifierOkpdtr_10482
11174;5;Барильетчик;;7;8159;;classifierOkpdtr_11174
10484;0;Аппаратчик очистки алмазного концентрата;;18;8159;;classifierOkpdtr_10484
10486;9;Аппаратчик очистки газа;;24;8154;;classifierOkpdtr_10486
10488;8;Аппаратчик очистки жидкости;;24;8154;;classifierOkpdtr_10488
10490;5;Аппаратчик очистки сточных вод;;1;8163;;classifierOkpdtr_10490
10492;4;Аппаратчик парафинирования ткани;;47;8269;;classifierOkpdtr_10492
10494;3;Аппаратчик пароводотермического агрегата;;55;8275;;classifierOkpdtr_10494
10496;2;Аппаратчик пастеризации;;48;8271;;classifierOkpdtr_10496
10501;2;Аппаратчик перегонки;;24;8154;;classifierOkpdtr_10501
10503;9;Аппаратчик перегонки и ректификации спирта;;55;8278;;classifierOkpdtr_10503
10505;8;Аппаратчик перегревания;;32;8233;;classifierOkpdtr_10505
10507;7;Аппаратчик переработки отходов химического производства;;24;8159;;classifierOkpdtr_10507
10509;6;Аппаратчик переэтерификации;;28;8228;;classifierOkpdtr_10509
10511;3;Аппаратчик перколяции;;31;8221;;classifierOkpdtr_10511
10513;2;Аппаратчик печей восстановления;;8;8152;;classifierOkpdtr_10513
10515;1;Аппаратчик пиролиза;;24;8159;;classifierOkpdtr_10515
10517;0;Аппаратчик плавления;;24;8152;;classifierOkpdtr_10517
10519;9;Аппаратчик плюсования;;47;8269;;classifierOkpdtr_10519
10521;7;Аппаратчик по выработке уксуса;;55;8278;;classifierOkpdtr_10521
10523;6;Аппаратчик по выращиванию монокристаллов и лент;;20;8122;;classifierOkpdtr_10523
10525;5;Аппаратчик по выщелачиванию фибры;;41;8142;;classifierOkpdtr_10525
10527;4;Аппаратчик подготовки сырья и отпуска полуфабрикатов и продукции;;24;8159;;classifierOkpdtr_10527
10529;3;Аппаратчик-подслойщик фотостекла;;34;8224;;classifierOkpdtr_10529
10531;0;Аппаратчик по загрузке пека;;7;8122;;classifierOkpdtr_10531
10532;5;Аппаратчик по изготовлению клеевой нити;;40;8144;;classifierOkpdtr_10532
10534;4;Аппаратчик по изготовлению шлифовальной шкурки;;17;7321;;classifierOkpdtr_10534
10538;2;Аппаратчик-поливщик магнитных лент;;34;8224;;classifierOkpdtr_10538
10540;8;Аппаратчик-поливщик фотоэмульсий;;34;8224;;classifierOkpdtr_10540
10542;9;Аппаратчик поликонденсации;;24;8159;;classifierOkpdtr_10542
10544;8;Аппаратчик полимеризации;;24;8159;;classifierOkpdtr_10544
10546;7;Аппаратчик получения высокотемпературного пека;;7;8122;;classifierOkpdtr_10546
10548;6;Аппаратчик получения высокочистых соединений щелочных металлов;;8;8122;;classifierOkpdtr_10548
10550;3;Аппаратчик получения гексахлорбензола;;25;8159;;classifierOkpdtr_10550
10552;2;Аппаратчик получения гидроокисных соединений щелочных металлов;;8;8122;;classifierOkpdtr_10552
10554;1;Аппаратчик получения декстрина;;55;8274;;classifierOkpdtr_10554
10556;0;Аппаратчик получения закиси азота;;31;8221;;classifierOkpdtr_10556
10558;4;Аппаратчик получения зародышей двуокиси титана;;26;8226;;classifierOkpdtr_10558
10566;4;Аппаратчик получения комплексных соединений;;31;8221;;classifierOkpdtr_10566
10568;3;Аппаратчик получения кукурузного масла;;55;8274;;classifierOkpdtr_10568
11176;9;Бармен;;55;5123;;classifierOkpdtr_11176
10569;8;Аппаратчик получения кумароновой смолы;;7;8229;;classifierOkpdtr_10569
10571;5;Аппаратчик получения лаков и эмалей на полимеризаци-онных смолах;;26;8226;;classifierOkpdtr_10571
10573;4;Аппаратчик получения метатитановой кислоты;;26;8226;;classifierOkpdtr_10573
10575;3;Аппаратчик получения микронизированных материалов;;26;8226;;classifierOkpdtr_10575
10577;2;Аппаратчик получения нитролигнина;;30;8228;;classifierOkpdtr_10577
10579;1;Аппаратчик получения окислов металлов;;26;8226;;classifierOkpdtr_10579
10581;9;Аппаратчик получения пата;;54;8271;;classifierOkpdtr_10581
10583;8;Аппаратчик получения полых микросфер;;29;8228;;classifierOkpdtr_10583
10587;6;Аппаратчик получения сернистой кислоты;;48;8274;;classifierOkpdtr_10587
10589;5;Аппаратчик получения сероуглерода-сырца;;28;8228;;classifierOkpdtr_10589
10591;2;Аппаратчик получения сильнодействующих алкалоидов и кристаллических гликозидов;;31;8221;;classifierOkpdtr_10591
10593;1;Аппаратчик получения синтетических гормонов;;31;8221;;classifierOkpdtr_10593
10595;0;Аппаратчик получения сиропов;;55;8275;;classifierOkpdtr_10595
10598;4;Аппаратчик получения составов для рентгеновских экранов;;31;8221;;classifierOkpdtr_10598
10600;8;Аппаратчик получения сульфата аммония;;7;8229;;classifierOkpdtr_10600
10602;7;Аппаратчик получения сухих кормов;;55;8273;;classifierOkpdtr_10602
10603;1;Аппаратчик получения сухого крахмала;;55;8274;;classifierOkpdtr_10603
10605;0;Аппаратчик получения сырого бензола;;7;8229;;classifierOkpdtr_10605
10607;5;Аппаратчик получения сырого крахмала;;55;8274;;classifierOkpdtr_10607
10609;9;Аппаратчик получения технического углерода;;33;8229;;classifierOkpdtr_10609
10611;6;Аппаратчик получения трихлорпропана и дихлоргидрина;;25;8159;;classifierOkpdtr_10611
10613;5;Аппаратчик получения углекислоты;;24;8159;;classifierOkpdtr_10613
10615;4;Аппаратчик получения фосфатидов;;55;8271;;classifierOkpdtr_10615
10616;9;Аппаратчик получения фотогипосульфита;;25;8159;;classifierOkpdtr_10616
10618;8;Аппаратчик получения фурановых соединений;;30;8228;;classifierOkpdtr_10618
10620;5;Аппаратчик получения хлорного железа;;25;8159;;classifierOkpdtr_10620
10622;4;Аппаратчик получения чистого антрацена;;7;8121;;classifierOkpdtr_10622
10624;3;Аппаратчик получения экструзионных продуктов;;48;8274;;classifierOkpdtr_10624
10625;8;Аппаратчик по насасыванию диафрагм;;25;8159;;classifierOkpdtr_10625
10627;7;Аппаратчик по обработке и купажированию уксуса;;55;8278;;classifierOkpdtr_10627
10629;6;Аппаратчик по обработке сырого пектина;;55;8274;;classifierOkpdtr_10629
10631;3;Аппаратчик по обслуживанию рекуператоров и системы охлаждения;;20;8123;;classifierOkpdtr_10631
10633;2;Аппаратчик по окислению кадмия;;19;8159;;classifierOkpdtr_10633
10635;1;Аппаратчик по получению высокочистых материалов для полупроводникового производства;;20;8152;;classifierOkpdtr_10635
10637;0;Аппаратчик по приготовлению глинозема;;41;8142;;classifierOkpdtr_10637
10639;4;Аппаратчик по приготовлению майонеза;;55;8271;;classifierOkpdtr_10639
10641;7;Аппаратчик по приготовлению химреагентов;;9;8163;;classifierOkpdtr_10641
10643;6;Аппаратчик по производству ванадия;;7;8125;;classifierOkpdtr_10643
10645;5;Аппаратчик по производству и химической очистке полупроводниковых материалов;;20;8159;;classifierOkpdtr_10645
10647;4;Аппаратчик по производству синтетических клеящих смол;;40;8232;;classifierOkpdtr_10647
10649;3;Аппаратчик по производству сухой спичечной соломки;;40;8144;;classifierOkpdtr_10649
10651;0;Аппаратчик по разделению редкоземельных элементов;;8;8159;;classifierOkpdtr_10651
10653;7;Аппаратчик по регенерации селена;;20;8154;;classifierOkpdtr_10653
10655;9;Аппаратчик по регенерации серы;;20;8154;;classifierOkpdtr_10655
10657;8;Аппаратчик по сбору и обогащению шлама;;25;8159;;classifierOkpdtr_10657
10659;7;Аппаратчик по сушке торфа;;4;8114;;classifierOkpdtr_10659
10661;4;Аппаратчик по химической обработке полупроводниковых материалов;;20;8159;;classifierOkpdtr_10661
10663;3;Аппаратчик приготовления амальгамы натрия;;25;8159;;classifierOkpdtr_10663
10665;2;Аппаратчик приготовления брикетной смеси;;4;8112;;classifierOkpdtr_10665
10669;0;Аппаратчик приготовления высокожирных эмульсий;;55;8271;;classifierOkpdtr_10669
10671;8;Аппаратчик приготовления дубильных экстрактов;;48;8265;;classifierOkpdtr_10671
10673;7;Аппаратчик приготовления замесов;;26;8226;;classifierOkpdtr_10673
10675;6;Аппаратчик приготовления зубоврачебных материалов;;31;8221;;classifierOkpdtr_10675
10677;5;Аппаратчик приготовления инвертного сиропа;;55;8274;;classifierOkpdtr_10677
10679;4;Аппаратчик приготовления каменноугольного лака;;7;8229;;classifierOkpdtr_10679
10681;1;Аппаратчик приготовления катализатора;;24;8159;;classifierOkpdtr_10681
10683;0;Аппаратчик приготовления компаундов;;27;8232;;classifierOkpdtr_10683
10685;6;Аппаратчик приготовления косметических средств;;55;8221;;classifierOkpdtr_10685
10687;9;Аппаратчик приготовления кулинарных и кондитерских жиров;;55;8271;;classifierOkpdtr_10687
10689;8;Аппаратчик приготовления лака;;48;8265;;classifierOkpdtr_10689
10693;4;Аппаратчик приготовления латексной смеси;;33;8231;;classifierOkpdtr_10693
10695;3;Аппаратчик приготовления медицинских масс и мазей;;31;8221;;classifierOkpdtr_10695
10697;2;Аппаратчик приготовления мездрового клея;;45;8265;;classifierOkpdtr_10697
10698;7;Аппаратчик приготовления мыльного клея;;32;8233;;classifierOkpdtr_10698
10700;0;Аппаратчик приготовления окисленного крахмала;;55;8274;;classifierOkpdtr_10700
10702;8;Аппаратчик приготовления парфюмерных композиций и жидкостей;;55;8221;;classifierOkpdtr_10702
10704;9;Аппаратчик приготовления пасты;;27;8235;;classifierOkpdtr_10704
10706;8;Аппаратчик приготовления питательных сред;;55;8278;;classifierOkpdtr_10706
10708;7;Аппаратчик приготовления полимеризационной смеси;;27;8235;;classifierOkpdtr_10708
10710;4;Аппаратчик приготовления препарированной смолы;;7;8229;;classifierOkpdtr_10710
10712;3;Аппаратчик приготовления проявляющей пасты;;34;8224;;classifierOkpdtr_10712
10714;2;Аппаратчик приготовления прядильных растворов;;28;8228;;classifierOkpdtr_10714
10716;1;Аппаратчик приготовления резиновых клеев и покрытий;;33;8231;;classifierOkpdtr_10716
10718;0;Аппаратчик приготовления связующих;;24;8159;;classifierOkpdtr_10718
10720;8;Аппаратчик приготовления сернокислого глинозема;;8;8229;;classifierOkpdtr_10720
10722;7;Аппаратчик приготовления стерильных растворов;;31;8221;;classifierOkpdtr_10722
10724;6;Аппаратчик приготовления сырой смеси;;25;8225;;classifierOkpdtr_10724
10726;5;Аппаратчик приготовления тресты;;46;8261;;classifierOkpdtr_10726
10727;0;Аппаратчик приготовления ферментного препарата;;34;8224;;classifierOkpdtr_10727
10729;9;Аппаратчик приготовления химических растворов;;24;8159;;classifierOkpdtr_10729
10731;6;Аппаратчик приготовления электролита;;8;8159;;classifierOkpdtr_10731
10733;5;Аппаратчик приготовления эмульгатора;;55;8272;;classifierOkpdtr_10733
10735;4;Аппаратчик приготовления эмульсий;;24;8229;;classifierOkpdtr_10735
10737;3;Аппаратчик производства аг-соли;;25;8225;;classifierOkpdtr_10737
10739;2;Аппаратчик производства адипиновой кислоты;;25;8225;;classifierOkpdtr_10739
10741;3;Аппаратчик производства адипонитрила;;25;8225;;classifierOkpdtr_10741
10743;9;Аппаратчик производства азокрасителей;;26;8226;;classifierOkpdtr_10743
10745;8;Аппаратчик производства альбумина;;49;8271;;classifierOkpdtr_10745
10747;7;Аппаратчик производства аммиачной селитры;;25;8225;;classifierOkpdtr_10747
10749;6;Аппаратчик производства аэросилы;;25;8159;;classifierOkpdtr_10749
10751;3;Аппаратчик производства бакелитовой пленки;;40;8144;;classifierOkpdtr_10751
10753;2;Аппаратчик производства бактерийных препаратов;;31;8221;;classifierOkpdtr_10753
10755;1;Аппаратчик производства бертолетовой соли;;25;8159;;classifierOkpdtr_10755
10757;0;Аппаратчик производства борной кислоты;;25;8159;;classifierOkpdtr_10757
10758;5;Аппаратчик производства бульонных кубиков;;52;8271;;classifierOkpdtr_10758
10761;7;Аппаратчик производства гематогена и медицинской желчи;;31;8221;;classifierOkpdtr_10761
10763;6;Аппаратчик производства гидросульфита натрия;;25;8159;;classifierOkpdtr_10763
10765;5;Аппаратчик производства горного воска;;4;8112;;classifierOkpdtr_10765
10767;4;Аппаратчик производства двуокиси хлора;;25;8159;;classifierOkpdtr_10767
10769;3;Аппаратчик производства диметилтерефталата;;25;8225;;classifierOkpdtr_10769
10771;0;Аппаратчик производства дициандиамида;;25;8225;;classifierOkpdtr_10771
10773;2;Аппаратчик производства дициклопентадиена;;7;8229;;classifierOkpdtr_10773
10775;9;Аппаратчик производства желтого фосфора;;25;8159;;classifierOkpdtr_10775
10777;8;Аппаратчик производства жидкого заменителя цельного молока;;52;8272;;classifierOkpdtr_10777
10779;7;Аппаратчик производства заквасок;;52;8272;;classifierOkpdtr_10779
10780;9;Аппаратчик производства индола;;7;8229;;classifierOkpdtr_10780
10782;9;Аппаратчик производства казеинового клея;;52;8271;;classifierOkpdtr_10782
10784;8;Аппаратчик производства калиевой селитры;;25;8225;;classifierOkpdtr_10784
10925;6;Аппаратчик рекристаллизации;;25;8159;;classifierOkpdtr_10925
10786;7;Аппаратчик производства кисломолочных и детских молочных продуктов;;52;8272;;classifierOkpdtr_10786
10788;6;Аппаратчик производства контактной массы;;25;8159;;classifierOkpdtr_10788
10790;3;Аппаратчик производства контактной серной кислоты;;25;8159;;classifierOkpdtr_10790
10792;2;Аппаратчик производства корунда;;25;8225;;classifierOkpdtr_10792
10794;1;Аппаратчик производства костного клея;;52;8271;;classifierOkpdtr_10794
10796;0;Аппаратчик производства красителей для меха;;26;8226;;classifierOkpdtr_10796
10798;5;Аппаратчик производства красного фосфора;;25;8159;;classifierOkpdtr_10798
10800;3;Аппаратчик производства кремнийорганических лаков;;25;8159;;classifierOkpdtr_10800
10802;2;Аппаратчик производства креолина и лизола;;7;8229;;classifierOkpdtr_10802
10804;1;Аппаратчик производства криолита;;25;8159;;classifierOkpdtr_10804
10806;0;Аппаратчик производства литопона;;26;8226;;classifierOkpdtr_10806
10808;0;Аппаратчик производства малотоннажных продуктов;;7;8229;;classifierOkpdtr_10808
10810;7;Аппаратчик производства мездрового клея;;52;8271;;classifierOkpdtr_10810
10812;6;Аппаратчик производства металлического натрия;;25;8159;;classifierOkpdtr_10812
10814;5;Аппаратчик производства молочного сахара;;52;8272;;classifierOkpdtr_10814
10816;4;Аппаратчик производства мочевины;;25;8225;;classifierOkpdtr_10816
10817;9;Аппаратчик производства мышьяковистых солей;;25;8159;;classifierOkpdtr_10817
10819;8;Аппаратчик производства надперекиси калия;;25;8159;;classifierOkpdtr_10819
10821;5;Аппаратчик производства нейтрального кремнегеля;;25;8159;;classifierOkpdtr_10821
10823;4;Аппаратчик производства нитрата и нитрита натрия;;25;8225;;classifierOkpdtr_10823
10824;9;Аппаратчик производства нитрофоски;;25;8225;;classifierOkpdtr_10824
10826;8;Аппаратчик производства озокерита и озокеритовой продукции;;4;8229;;classifierOkpdtr_10826
10828;7;Аппаратчик производства пиридиновых оснований;;7;8229;;classifierOkpdtr_10828
10830;4;Аппаратчик производства пищевых жиров;;52;8272;;classifierOkpdtr_10830
10832;3;Аппаратчик производства плавленого сыра;;52;8272;;classifierOkpdtr_10832
10835;7;Аппаратчик производства продукции из кожевенных и коллагенсодержащих отходов;;45;7442;;classifierOkpdtr_10835
